test	status	suite	shard	exit	cycles	wall_s	perm	detail
test_rename_cl.TestBlockUnblock::test_unblock_when_resources_available	PASS	block-Rename	none			0		
test_rename_cl.TestCombinationalOccupancyReadback::test_comb_occupancy_readback_default_true	PASS	block-Rename	none			0		
test_rename_cl.TestCombinationalOccupancyReadback::test_comb_occupancy_readback_false	PASS	block-Rename	none			0		
test_rename_cl.TestConstructionAndReset::test_rename_map_initialized	PASS	block-Rename	none			0		
test_rename_cl.TestConstructionAndReset::test_reset_empty_queues	PASS	block-Rename	none			0		
test_rename_cl.TestConstructionAndReset::test_reset_no_block_signals	PASS	block-Rename	none			0		
test_rename_cl.TestConstructionAndReset::test_reset_status_idle	PASS	block-Rename	none			0		
test_rename_cl.TestFIPBackPressure::test_fip_back_pressure_stalls_walk	PASS	block-Rename	none			0		
test_rename_cl.TestFIPBackPressure::test_fip_clear_on_new_squash	PASS	block-Rename	none			0		
test_rename_cl.TestFIPBackPressure::test_fip_full_reset_false	PASS	block-Rename	none			0		
test_rename_cl.TestFIPBackPressure::test_fip_full_set_on_walk	PASS	block-Rename	none			0		
test_rename_cl.TestMultiInstructionRename::test_intra_bundle_dependency	PASS	block-Rename	none			0		
test_rename_cl.TestMultiInstructionRename::test_two_instructions_same_cycle	PASS	block-Rename	none			0		
test_rename_cl.TestNormalRename::test_instruction_with_source_reg	PASS	block-Rename	none			0		
test_rename_cl.TestNormalRename::test_nop_instruction	PASS	block-Rename	none			0		
test_rename_cl.TestNormalRename::test_single_instruction_rename	PASS	block-Rename	none			0		
test_rename_cl.TestShadowCounters::test_cached_state_reset	PASS	block-Rename	none			0		
test_rename_cl.TestShadowCounters::test_shadow_counters_reset_zero	PASS	block-Rename	none			0		
test_rename_cl.TestSkidBuffer::test_blocked_instruction_goes_to_skid	PASS	block-Rename	none			0		
test_rename_cl.TestSquashRecovery::test_squash_clears_queues	PASS	block-Rename	none			0		
test_rename_cl.TestSquashRecovery::test_squash_seqnum_captured	PASS	block-Rename	none			0		
test_rename_cl.TestSquashRecovery::test_squash_sets_squashing_state	PASS	block-Rename	none			0		
test_rename_map_cl.TestCanRename::test_can_rename_fails_when_empty	PASS	block-Rename	none			0		
test_rename_map_cl.TestCanRename::test_can_rename_when_free_regs_available	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointRestore::test_restore_done_pulse	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointRestore::test_restore_returns_to_saved_state	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointRestoreCAMLookup::test_checkpoint_restore_cam_lookup	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointRestoreCAMLookup::test_checkpoint_restore_invalidates_younger	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointRestoreCAMLookup::test_checkpoint_restore_no_match	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointSave::test_save_captures_spec_map	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointSaveMetadata::test_checkpoint_save_done_pulse	PASS	block-Rename	none			0		
test_rename_map_cl.TestCheckpointSaveMetadata::test_checkpoint_save_stores_metadata	PASS	block-Rename	none			0		
test_rename_map_cl.TestCircularNextFreeAllocation::test_circular_next_free_slot_allocation	PASS	block-Rename	none			0		
test_rename_map_cl.TestCommitSetEntry::test_commit_updates_arch_map_only	PASS	block-Rename	none			0		
test_rename_map_cl.TestCommitSetEntry::test_non_commit_updates_spec_only	PASS	block-Rename	none			0		
test_rename_map_cl.TestCommitSetReqOldPhysReg::test_commit_set_req_returns_old_phys_reg	PASS	block-Rename	none			0		
test_rename_map_cl.TestConstructionAndReset::test_arch_map_initialized	PASS	block-Rename	none			0		
test_rename_map_cl.TestConstructionAndReset::test_spec_arch_map_match_after_reset	PASS	block-Rename	none			0		
test_rename_map_cl.TestConstructionAndReset::test_spec_map_initialized	PASS	block-Rename	none			0		
test_rename_map_cl.TestForwardReplayPhase2::test_forward_replay_phase2_set_entry	PASS	block-Rename	none			0		
test_rename_map_cl.TestIntraBundleBypass::test_inst1_source_sees_inst0_dest_rename	PASS	block-Rename	none			0		
test_rename_map_cl.TestMiscReg::test_misc_reg_identity_mapping	PASS	block-Rename	none			0		
test_rename_map_cl.TestMiscReg::test_misc_reg_rename_returns_identity	PASS	block-Rename	none			0		
test_rename_map_cl.TestPinnedWrites::test_pin_count_zero_allocates_normally	PASS	block-Rename	none			0		
test_rename_map_cl.TestPinnedWrites::test_pin_counter_not_decremented_in_cl	PASS	block-Rename	none			0		
test_rename_map_cl.TestPinnedWrites::test_pinned_register_reuses_mapping	PASS	block-Rename	none			0		
test_rename_map_cl.TestRenameBundle::test_basic_lookup	PASS	block-Rename	none			0		
test_rename_map_cl.TestRenameBundle::test_basic_rename	PASS	block-Rename	none			0		
test_rename_map_cl.TestSetEntry::test_set_entry_updates_spec_map_only	PASS	block-Rename	none			0		
test_sq_store_cl.TestADR0019Ports::test_dcache_store_pa_req_caller_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestADR0019Ports::test_dcache_store_pa_req_fires_on_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestADR0019Ports::test_dcache_store_write_removed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestBarrierFence::test_is_release_flag_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestBitFieldTagScheme::test_cfg_tag_n_field_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestBitFieldTagScheme::test_dcache_store_pa_req_includes_tag	PASS	block-SQStore	none			0		
test_sq_store_cl.TestBitFieldTagScheme::test_dcache_store_pa_req_tag_value_idx0	PASS	block-SQStore	none			0		
test_sq_store_cl.TestBitFieldTagScheme::test_dcache_store_pa_req_tag_value_idx1	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_clean_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_excluded_from_forwarding	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_flush_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_no_violation_scan_on_translated	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_participates_in_tso	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_two_stage_writeback_path	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_type_field_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_cbo_zero_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_dcache_store_write_carries_cbo_type	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_insert_accepts_cbo_type	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCBOType::test_normal_store_cbo_type_zero	PASS	block-SQStore	none			0		
test_sq_store_cl.TestCacheMaintenance::test_cache_maintenance_flag_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_broadcast_fires_even_without_dependents_bits	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_broadcast_fires_on_executed_fsm_with_dependents	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_broadcast_one_shot_does_not_refire	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_broadcast_passes_sq_idx_and_bitvector	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_cfg_lq_size_param_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_default_cfg_lq_size_is_32	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_dependents_broadcast_caller_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_insert_clears_dependents_and_broadcast_flag	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_sq_entry_has_dependents_broadcast_flag	PASS	block-SQStore	none			0		
test_sq_store_cl.TestDependentsBroadcast::test_sq_entry_has_dependents_field	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_has_stores_to_wb_false_after_drain	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_has_stores_to_wb_false_when_empty	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_has_stores_to_wb_true_when_stores_pending	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_normal_store_not_blocked_by_sq_head	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_release_store_blocked_while_a_in_flight	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_release_store_fires_after_batch_pop	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_sc_store_fires_after_batch_pop	PASS	block-SQStore	none			0		
test_sq_store_cl.TestFenceOrdering::test_state_stores_to_wb_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestForwardQuery::test_forward_full_coverage_hit	PASS	block-SQStore	none			0		
test_sq_store_cl.TestForwardQuery::test_forward_no_match	PASS	block-SQStore	none			0		
test_sq_store_cl.TestForwardQuery::test_forward_partial_coverage	PASS	block-SQStore	none			0		
test_sq_store_cl.TestForwardingCAMMatrix::test_atomic_store_no_forward	PASS	block-SQStore	none			0		
test_sq_store_cl.TestForwardingCAMMatrix::test_zero_fill_forward	PASS	block-SQStore	none			0		
test_sq_store_cl.TestInsert::test_insert_adds_entry	PASS	block-SQStore	none			0		
test_sq_store_cl.TestInsert::test_insert_advances_tail	PASS	block-SQStore	none			0		
test_sq_store_cl.TestInterfaces::test_callee_ports_exist	PASS	block-SQStore	none			0		
test_sq_store_cl.TestInterfaces::test_caller_ports_exist	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM4PrefetchZeroSizeSkip::test_is_data_prefetch_field_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM4PrefetchZeroSizeSkip::test_normal_store_still_sends_to_dcache	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM4PrefetchZeroSizeSkip::test_prefetch_does_not_set_storeInFlight	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM4PrefetchZeroSizeSkip::test_prefetch_store_skips_dcache	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM4PrefetchZeroSizeSkip::test_zero_size_store_skips_dcache	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM5StoreBackpressure::test_blocked_store_retries_same_packet	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM5StoreBackpressure::test_isStoreBlocked_resets	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM5StoreBackpressure::test_store_blocked_when_dcache_not_ready	PASS	block-SQStore	none			0		
test_sq_store_cl.TestM5StoreBackpressure::test_store_unblocks_when_dcache_ready	PASS	block-SQStore	none			0		
test_sq_store_cl.TestMultiThreadInsert::test_construct_accepts_max_threads_param	PASS	block-SQStore	none			0		
test_sq_store_cl.TestMultiThreadInsert::test_default_max_threads_is_one_backward_compat	PASS	block-SQStore	none			0		
test_sq_store_cl.TestMultiThreadInsert::test_insert_both_threads_independent	PASS	block-SQStore	none			0		
test_sq_store_cl.TestMultiThreadInsert::test_insert_tid0_uses_partition0	PASS	block-SQStore	none			0		
test_sq_store_cl.TestMultiThreadInsert::test_insert_tid1_uses_partition1	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_insert_defaults_non_spec_false	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_insert_sets_non_spec_true	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_sq_entry_has_non_spec_field	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_up_once_store_translated_proceeds_when_non_spec_cleared	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_up_once_store_translated_proceeds_when_non_spec_false	PASS	block-SQStore	none			0		
test_sq_store_cl.TestNonSpecFlag::test_up_once_store_translated_skipped_when_non_spec	PASS	block-SQStore	none			0		
test_sq_store_cl.TestPartialForwardStallSeqnum::test_forward_query_returns_6_tuple_on_partial	PASS	block-SQStore	none			0		
test_sq_store_cl.TestPartialForwardStallSeqnum::test_forward_query_returns_zero_seqnum_on_full_hit	PASS	block-SQStore	none			0		
test_sq_store_cl.TestPartialForwardStallSeqnum::test_forward_query_returns_zero_seqnum_on_no_match	PASS	block-SQStore	none			0		
test_sq_store_cl.TestPerFragmentViolationCheck::test_split_store_triggers_violation_check_twice	PASS	block-SQStore	none			0		
test_sq_store_cl.TestReset::test_after_reset_all_empty	PASS	block-SQStore	none			0		
test_sq_store_cl.TestReset::test_after_reset_fsm_idle	PASS	block-SQStore	none			0		
test_sq_store_cl.TestReset::test_after_reset_head_tail_zero	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSCLR::test_reservation_registers_exist	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSCLR::test_sc_failure_completes_without_write	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSCLR::test_set_reservation_method_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_has_stale_method_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_sq_entry_has_stale_translation_field	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_sq_entry_has_vaddr_field	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_stale_store_triggers_translate_req	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_tlbi_inv_callee_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_tlbi_inv_marks_inflight_store_stale	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreC3TLBI::test_translate_req_caller_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreClearReservation::test_clear_reservation_callee_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreClearReservation::test_clear_reservation_clears_state	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSQStoreClearReservation::test_clear_reservation_mismatched_addr_no_clear	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSetPhysAddr::test_set_phys_addr_sets_eff_addr_valid	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSplitStoreNonForwardable::test_split_store_skipped_by_forward_query	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSplitStoreWriteback::test_split_store_completion_requires_both_acks	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSplitStoreWriteback::test_split_store_issues_two_dcache_reqs	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSplitStoreWriteback::test_split_store_marks_committed_on_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestSplitStoreWriteback::test_split_store_sets_storeInFlight_on_writeback	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_batch_pop_multiple_consecutive_completed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_batch_pop_respects_writeback_width	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_batch_pop_single_completed_entry	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_batch_pop_stops_at_non_completed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_retire_store_removed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteBatchPop::test_store_complete_batch_pop_in_up_clear_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteNotify::test_store_complete_fires_notify_with_head_seqnum	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteNotify::test_store_complete_notify_caller_ifc_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_completed_not_set_at_send_time	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_split_store_complete_requires_both_acks	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_split_store_pending_flags_only_after_both_acks	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_store_complete_accepts_sq_idx_and_is_frag1	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_store_complete_sets_completed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreCompleteSignature::test_store_complete_sets_pending_flags_only_on_completion	PASS	block-SQStore	none			0		
test_sq_store_cl.TestStoreTranslatedContinuation::test_translated_to_executed	PASS	block-SQStore	none			0		
test_sq_store_cl.TestTwoStageWriteback::test_canwb_set_by_commit_stores	PASS	block-SQStore	none			0		
test_sq_store_cl.TestTwoStageWriteback::test_storeInFlight_register_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestTwoStageWriteback::test_storeWBIt_iterator_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestTwoStageWriteback::test_storesToWB_counter_exists	PASS	block-SQStore	none			0		
test_sq_store_cl.TestWritebackEngine::test_canWB_store_sent_to_dcache_autonomously	PASS	block-SQStore	none			0		
test_sq_store_cl.TestWritebackEngine::test_non_canWB_store_not_sent	PASS	block-SQStore	none			0		
test_sq_store_cl.TestWritebackEngine::test_storeInFlight_blocks_second_store	PASS	block-SQStore	none			0		
test_sq_store_cl.TestWritebackEngine::test_store_complete_allows_next_store	PASS	block-SQStore	none			0		
test_sq_store_cl.TestWritebackEngine::test_store_complete_clears_storeInFlight	PASS	block-SQStore	none			0		
test_scoreboard_cl.TestDesignParams::test_misc_base_after_renameable	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestDesignParams::test_num_phys_regs_total	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestIntraGroupRAW::test_earlier_unset_makes_getReg_return_0_same_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestIsAlwaysReady::test_misc_reg_always_ready_after_unset	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestIsAlwaysReady::test_misc_reg_getReg_returns_1	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestIsAlwaysReady::test_misc_reg_setReg_no_op	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestLifecycle::test_squash_recovery_reverses_busy_to_ready	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestLifecycle::test_unset_then_set_lifecycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMethodExistence::test_getReg_methods_exist_for_all_slots	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMethodExistence::test_setRegSquash_methods_exist_for_all_slots	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMethodExistence::test_setReg_methods_exist_for_all_slots	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMethodExistence::test_unsetReg_methods_exist_for_all_slots	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMultiSlotPositional::test_each_squash_slot_writes_unique_pending_entry	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMultiSlotPositional::test_each_unset_slot_writes_unique_pending_entry	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMultiSlotPositional::test_each_wb_slot_writes_unique_pending_entry	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestMultipleReads::test_multiple_getReg_calls_same_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestNoWBBypass::test_getReg_does_not_see_wb_set_same_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestPendingSizing::test_pending_sq_set_sized_to_squash_width_x_max_dest_regs	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestPendingSizing::test_pending_unset_sized_to_max_rename_width_x_max_dest_regs	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestPendingSizing::test_pending_wb_set_sized_to_wb_width_x_max_dest_regs	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestReset::test_after_reset_all_bits_ready	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestReset::test_reset_clears_all_pending	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_clears_all_pending_buffers	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_clears_pending_after_commit	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_is_callee_ifc_cl	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_rdy_always_true	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_sets_pending_flag	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSbResetValid::test_sb_reset_valid_sets_all_bits_to_1	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSetReg::test_set_visible_next_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestSetRegSquashBypass::test_squash_set_same_cycle_getReg_bypass	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestUnsetReg::test_unset_visible_next_cycle_not_same_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestWritePortPriority::test_squash_overrides_unset	PASS	block-Scoreboard	none			0		
test_scoreboard_cl.TestWritePortPriority::test_unset_overrides_wb	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestGetProducer::test_get_producer_bypass_overrides_stale_state	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestGetProducer::test_get_producer_global_id_zero_is_valid_when_not_ready	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestGetProducer::test_get_producer_returns_committed_value_when_not_ready	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestGetProducer::test_get_producer_returns_ready_after_reset	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestGetProducer::test_get_producer_same_cycle_bypass	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestInterfaceExistence::test_get_producer_port_exists	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestInterfaceExistence::test_set_producer_port_exists	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestPendingSetProducerBuffer::test_pending_cleared_after_tick	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestPendingSetProducerBuffer::test_pending_set_producer_exists	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestPendingSetProducerBuffer::test_set_producer_buffers_to_pending	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestProducerIdInit::test_state_producer_id_all_zero_after_reset	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestProducerIdInit::test_state_producer_id_exists	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestResetClearsProducerId::test_sb_reset_clears_producer_id	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestResetClearsProducerId::test_sim_reset_clears_producer_id	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetProducer::test_set_producer_not_visible_same_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetProducer::test_set_producer_overwrites_previous	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetProducer::test_set_producer_visible_next_cycle	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetRegClearsProducerId::test_set_reg_clears_producer_id	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetRegClearsProducerId::test_wb_set_req_clears_producer_id	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestSetRegSquashClearsProducerId::test_set_reg_squash_clears_producer_id	PASS	block-Scoreboard	none			0		
test_scoreboard_cl_adr0033.TestUnsetRegPreservesProducerId::test_unset_reg_preserves_producer_id	PASS	block-Scoreboard	none			0		
test_storage_manager.TestStorageManagerBasic::test_alloc_returns_index	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerBasic::test_alloc_until_full	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerBasic::test_get_by_index	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerBasic::test_get_oldest_returns_head	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerBasic::test_is_full_and_empty	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerBasic::test_release_head_fifo	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_combined_with_alloc	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_empty_list	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_head_as_new_head	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_mid_list	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_no_capacity	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_preserves_other_thread	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_reserves_but_does_not_write	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerInsertAfter::test_insert_after_tail	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerMultiThread::test_multi_thread_isolation	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerMultiThread::test_thread_independent_heads	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerMultiThread::test_thread_reset_isolated	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPendingAllocs::test_alloc_prevents_double_reservation	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPendingAllocs::test_alloc_reserves_but_does_not_write	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPendingAllocs::test_is_full_accounts_for_reserved	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPendingAllocs::test_reset_clears_pending	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPowerOfTwoConstraint::test_non_power_of_two_raises	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerPowerOfTwoConstraint::test_power_of_two_ok	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerReset::test_reset_clears_all	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerReset::test_reset_tid_none	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerSquash::test_squash_to_bulk	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerSquash::test_squash_to_head_keeps_all	PASS	block-StorageManager	none			0		
test_storage_manager.TestStorageManagerSquash::test_squash_to_invalid_anchor_asserts	PASS	block-StorageManager	none			0		
test_store_set_cl.TestCheckInst::test_check_inst_no_prediction_after_reset	PASS	block-StoreSet	none			0		
test_store_set_cl.TestCheckInst::test_check_inst_no_prediction_after_training_only	PASS	block-StoreSet	none			0		
test_store_set_cl.TestCheckInst::test_check_inst_returns_producer_after_training	PASS	block-StoreSet	none			0		
test_store_set_cl.TestClearCounter::test_ssit_cleared_at_threshold	PASS	block-StoreSet	none			0		
test_store_set_cl.TestPopulateLfst::test_populate_lfst_accumulates_multiple	PASS	block-StoreSet	none			0		
test_store_set_cl.TestPopulateLfst::test_populate_lfst_callee_ifc_exists	PASS	block-StoreSet	none			0		
test_store_set_cl.TestPopulateLfst::test_populate_lfst_updates_lfst	PASS	block-StoreSet	none			0		
test_store_set_cl.TestReset::test_clearcounter_zero_after_reset	PASS	block-StoreSet	none			0		
