test	status	suite	shard	exit	cycles	wall_s	perm	detail
test_lsq_parent_cl.TestPerPortExecuteArrays::test_fence_barred_load_retries_next_cycle	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_first_free_slot_reused_after_tick	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_load_ports_capacity	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_load_slot_dict_fields	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_multiple_loads_accepted_per_cycle	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_multiple_stores_accepted_per_cycle	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestPerPortExecuteArrays::test_squashed_bypass_multiple_ports	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestReset::test_after_reset_alloc_zero	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestReset::test_after_reset_no_pending	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitAccess::test_split_field_exists_on_lq	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitAccess::test_split_field_exists_on_sq	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitFragmentCompletion::test_both_frags_complete_marks_eff_addr_valid	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitFragmentCompletion::test_frag0_translate_sets_frag0_valid_only	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitFragmentCompletion::test_frag1_then_frag0_also_completes	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitFragmentCompletion::test_frag1_translate_sets_frag1_valid_only	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitStore::test_non_split_store_has_none_split	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitStore::test_split_store_both_frags_complete	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitStore::test_split_store_crossing_page_boundary	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitStore::test_split_store_issues_two_dtlb_requests	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitUnaligned::test_non_split_load_has_none_split	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitUnaligned::test_non_split_load_issues_single_dtlb_request	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitUnaligned::test_split_field_exists_on_lq_entry	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitUnaligned::test_split_load_crossing_page_boundary	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSplitUnaligned::test_split_load_issues_two_dtlb_requests	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashHandling::test_ic_squash_callee_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashHandling::test_squash_complete_caller_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashHandling::test_squash_complete_pulses	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashHandling::test_squash_invalidates_lq_entries	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashedBypass::test_squashed_load_bypass	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashedBypass::test_squashed_load_does_not_set_eff_addr_valid	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashedBypass::test_squashed_load_entry_freed_by_squash_walk	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashedBypass::test_squashed_store_bypass	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSquashedBypass::test_squashed_store_does_not_set_canWB	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_ldstq_count_after_insert_load	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_ldstq_count_after_insert_store	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_ldstq_count_combined	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_ldstq_count_decreases_on_commit	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_ldstq_count_zero_after_reset	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_update_next_cycle_false_after_reset	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_update_next_cycle_false_when_no_store_popped	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStatusSignalsM2::test_update_next_cycle_true_when_store_popped	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStoreCommit::test_commit_stores_forwards_to_sq_store	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStoreSetIntegration::test_insert_load_calls_check_inst	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStoreSetIntegration::test_store_set_subblock_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestStoreSetIntegration::test_violation_trains_store_set	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSubBlocks::test_dtlb_probe_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSubBlocks::test_lq_core_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestSubBlocks::test_sq_store_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTLBI::test_tlbi_inv_callee_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTLBI::test_tlbi_sync_comp_caller_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTLBISyncComp::test_tlbi_sync_comp_fires_after_tlbi_inv_resolves	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTranslationFault::test_no_fault_load_proceeds_normally	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTranslationFault::test_translation_fault_load_completes_with_fault	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTranslationFault::test_translation_fault_load_no_dcache_req	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTranslationFault::test_translation_fault_store_completes_with_fault	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTwoStageStoreWriteback::test_commit_stores_sets_canwb	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTwoStageStoreWriteback::test_parent_sq_commit_wired_to_commit_stores	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTwoStageStoreWriteback::test_store_writeback_not_directly_called	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestTwoStageStoreWriteback::test_two_stage_pipeline_commit_then_writeback	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestVaddrPropagation::test_execute_load_passes_vaddr_to_lq_insert	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestVaddrPropagation::test_execute_store_passes_vaddr_to_sq_insert	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestViolationAckParent::test_violation_ack_exists_on_parent	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestViolationAckParent::test_violation_ack_forwards_to_lq_core	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_execute_load_activates_dtlb_probe_in_flight	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_execute_load_inserts_into_lq_via_wiring	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_execute_store_activates_dtlb_probe_in_flight	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_execute_store_inserts_into_sq_via_wiring	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_lsq_execute_resp_delivered_with_separate_args	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_store_set_violation_delivered_with_separate_args	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_violation_signal_aliased_to_lq_core	PASS	block-LSQParent	none			0		
test_lsq_parent_cl.TestWiringIntegration::test_violation_signal_delivered_with_separate_args	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestExecuteLoadAcceptsClusterArgs::test_execute_load_accepts_cluster_id_kwarg	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestExecuteLoadAcceptsClusterArgs::test_execute_load_defaults_cluster_args_to_zero	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestExecuteLoadAcceptsClusterArgs::test_execute_load_writes_cluster_id_to_lq_entry	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestFuRealCompletePort::test_fu_real_complete_caller_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestFuRealCompletePort::test_fu_real_complete_is_callable	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestNormalLDACompletionFiresFuRealComplete::test_normal_lda_fires_fu_real_complete_on_dcache_resp	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestNormalLDACompletionFiresFuRealComplete::test_normal_lda_no_fu_real_complete_before_dcache_resp	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestSquashedLDAFastPathQ13::test_squashed_lda_does_not_wait_for_dcache	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestSquashedLDAFastPathQ13::test_squashed_lda_fires_fu_real_complete_immediately	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestSquashedLDAFastPathQ13::test_squashed_lda_no_duplicate_fu_real_complete_at_completion	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033.TestTranslationFaultLDAFiresFuRealComplete::test_translation_fault_lda_fires_fu_real_complete	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_hit_cancel_l2.TestLSQParentL1HitCancelsL2::test_l1_hit_does_not_push_to_l2_shift_register	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_hit_cancel_l2.TestLSQParentL1HitCancelsL2::test_l1_miss_pushes_to_l2_shift_register	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_miss_nack.TestLSQParentL1MissFiresNack::test_l1_hit_does_not_fire_fu_nack	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_miss_nack.TestLSQParentL1MissFiresNack::test_l1_miss_fires_fu_nack	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_miss_nack.TestLSQParentL1MissFiresNack::test_translation_fault_does_not_fire_fu_nack	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentExecuteLoadPushesToL1ShiftRegister::test_execute_load_pushes_cluster_id_and_iq_local_id	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentExecuteLoadPushesToL1ShiftRegister::test_predicated_execute_load_does_not_push	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentExecuteLoadPushesToL1ShiftRegister::test_squashed_execute_load_does_not_push	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentL1ShiftRegisterParamForwarding::test_lsq_parent_accepts_l1_hit_lat_kwarg	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentL1ShiftRegisterParamForwarding::test_lsq_parent_accepts_l2_hit_lat_kwarg	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentL1ShiftRegisterParamForwarding::test_lsq_parent_default_l1_hit_lat_matches_params	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l1_push.TestLSQParentL1ShiftRegisterPopFires::test_pop_fires_fu_early_complete_with_pushed_payload	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l2_push.TestLSQParentL2ShiftRegisterPopFires::test_pop_fires_fu_early_complete_with_pushed_payload	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l2_push.TestLSQParentTranslateResultPushesL2::test_translate_result_pushes_to_l2_shift_register	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_l2_push.TestLSQParentTranslateResultPushesL2::test_translation_fault_does_not_push_to_l2	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestNormalLDACompletionFiresSbSetReg::test_normal_lda_fires_sb_setreg_on_dcache_resp	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestNormalLDACompletionFiresSbSetReg::test_normal_lda_no_sb_setreg_before_dcache_resp	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestSbSetRegInterface::test_sb_setreg_caller_ifc_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestSbSetRegInterface::test_sb_setreg_is_callable	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestSquashedLDAFastPathSuppressesSbSetReg::test_squashed_lda_does_not_fire_sb_setreg	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestSquashedLDAFastPathSuppressesSbSetReg::test_squashed_lda_still_fires_fu_real_complete	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_primary.TestTranslationFaultLDAFiresSbSetReg::test_translation_fault_lda_fires_sb_setreg	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_early_complete_alias_shares_lq_core_object	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_early_complete_is_callable	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_early_complete_port_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_nack_alias_shares_lq_core_object	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_nack_is_callable	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_speculation.TestSpeculationInterface::test_fu_nack_port_exists	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckL1::test_squash_clears_l1_shift_reg_slot_silent_pop	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckL1::test_squash_does_not_fire_and_clears_l1_slot	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckL2::test_squash_clears_l2_shift_reg_slot_silent_pop	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckL2::test_squash_does_not_fire_and_clears_l2_slot	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckNegativeCases::test_squash_walks_only_matching_seqnum	PASS	block-LSQParent	none			0		
test_lsq_parent_cl_adr0033_squash_force_ack.TestLSQParentSquashForceAckNegativeCases::test_squash_with_empty_shift_regs_does_not_fire	PASS	block-LSQParent	none			0		
test_o3_control_cl.TestBackwardBusPropagation::test_backward_ctrl_in_forwards_to_commit	PASS	block-O3Control	none			0		
test_o3_control_cl.TestBackwardBusPropagation::test_rename_to_iew_accessible	PASS	block-O3Control	none			0		
test_o3_control_cl.TestBackwardBusPropagation::test_rob_empty_reaches_rename	PASS	block-O3Control	none			0		
test_o3_control_cl.TestBackwardBusPropagation::test_squash_reaches_rename	PASS	block-O3Control	none			0		
test_o3_control_cl.TestBackwardBusPropagation::test_squash_seqnum_reaches_rename	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_commit_reset_running	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_exported_interfaces_exist	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_nested_sub_blocks_exist	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_rename_reset_idle	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_rob_reset_empty	PASS	block-O3Control	none			0		
test_o3_control_cl.TestConstructionAndReset::test_sub_blocks_exist	PASS	block-O3Control	none			0		
test_o3_control_cl.TestEndToEndRenameCommit::test_decode_from_forwards_to_rename	PASS	block-O3Control	none			0		
test_o3_control_cl.TestEndToEndRenameCommit::test_rob_commit_connection_exists	PASS	block-O3Control	none			0		
test_o3_control_cl.TestEndToEndRenameCommit::test_rob_insert_via_rename	PASS	block-O3Control	none			0		
test_o3_control_cl.TestSquashRecovery::test_fip_write_connection	PASS	block-O3Control	none			0		
test_o3_control_cl.TestSquashRecovery::test_iew_squash_sets_commit_rob_squashing	PASS	block-O3Control	none			0		
test_o3_control_cl.TestSquashRecovery::test_iew_squash_sets_commit_squash	PASS	block-O3Control	none			0		
test_o3_control_cl.TestSquashRecovery::test_squash_walk_bridge_initiated	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestBackwardBus::test_backward_ctrl_in_merges_to_output	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestBackwardBus::test_free_rob_entries_on_backward_bus	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestBackwardBus::test_rob_empty_on_backward_bus	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestCommitFlow::test_commit_frees_phys_reg	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestCommitFlow::test_commit_retires_instruction	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestCommitFlow::test_done_seqnum_on_backward_bus	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestFIPWrite::test_fip_write_connection_active	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestFIPWrite::test_fip_write_reaches_commit	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestFaultTrap::test_fault_sets_trap_pending	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestFaultTrap::test_trap_triggers_cpu_trap_call	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestNonSpeculative::test_non_spec_broadcasts_seqnum	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestNonSpeculative::test_non_spec_clears_can_commit	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestROBInsert::test_multi_inst_insert	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestROBInsert::test_rename_inserts_into_rob	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestRenamePipeline::test_multi_inst_rename_bundle	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestRenamePipeline::test_nop_renamed_to_iew_output	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestRenamePipeline::test_rename_advances_running_state	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestRenamePipeline::test_rename_to_iew_receives_output	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSMT::test_two_thread_rename	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSerializeBlock::test_block_signal_affects_rename	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSerializeBlock::test_serialize_before_stall	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSquashFlow::test_iew_squash_reaches_commit	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSquashFlow::test_iew_squash_sets_bc_rename_squash	PASS	block-O3Control	none			0		
test_o3_control_e2e.TestSquashFlow::test_squash_reaches_rename_via_backward_bus	PASS	block-O3Control	none			0		
